,season,city,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,umpire1,umpire2,loser,toss/win,batfirst,batsecond
484,2014,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders,0,8,G Gambhir,BNJ Oxenford,C Shamshuddin,Delhi Daredevils,,,Kolkata Knight Riders
485,2014,Cuttack,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab,44,0,GJ Maxwell,HDPK Dharmasena,PG Pathak,Chennai Super Kings,,Kings XI Punjab,
486,2014,Ahmedabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad,32,0,B Kumar,AK Chaudhary,NJ Llong,Rajasthan Royals,,Sunrisers Hyderabad,
487,2014,Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab,32,0,Sandeep Sharma,S Ravi,K Srinath,Royal Challengers Bangalore,,Kings XI Punjab,
488,2014,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,DW Steyn,RM Deshpande,BNJ Oxenford,Delhi Daredevils,Sunrisers Hyderabad,,Sunrisers Hyderabad
489,2014,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,DR Smith,HDPK Dharmasena,VA Kulkarni,Mumbai Indians,Chennai Super Kings,,Chennai Super Kings
490,2014,Cuttack,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,9,G Gambhir,NJ Llong,CK Nandan,Kings XI Punjab,Kolkata Knight Riders,,Kolkata Knight Riders
491,2014,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Rajasthan Royals,0,5,JP Faulkner,S Ravi,RJ Tucker,Royal Challengers Bangalore,,,Rajasthan Royals
492,2014,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians,0,7,AT Rayudu,HDPK Dharmasena,VA Kulkarni,Sunrisers Hyderabad,,,Mumbai Indians
493,2014,Ranchi,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,5,RA Jadeja,BNJ Oxenford,C Shamshuddin,Rajasthan Royals,,,Chennai Super Kings
494,2014,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,16,0,Yuvraj Singh,K Srinath,RJ Tucker,Delhi Daredevils,,Royal Challengers Bangalore,
495,2014,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,WP Saha,VA Kulkarni,PG Pathak,Sunrisers Hyderabad,Kings XI Punjab,,Kings XI Punjab
496,2014,Cuttack,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,RV Uthappa,AK Chaudhary,NJ Llong,Mumbai Indians,Kolkata Knight Riders,,Kolkata Knight Riders
497,2014,Ahmedabad,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,62,0,AM Rahane,S Ravi,RJ Tucker,Delhi Daredevils,,Rajasthan Royals,
498,2014,Ranchi,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Royal Challengers Bangalore,0,5,AB de Villiers,BNJ Oxenford,C Shamshuddin,Chennai Super Kings,,,Royal Challengers Bangalore
499,2014,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders,0,7,UT Yadav,NJ Llong,CK Nandan,Sunrisers Hyderabad,,,Kolkata Knight Riders
500,2014,Ahmedabad,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Mumbai Indians,25,0,MEK Hussey,S Ravi,RJ Tucker,Rajasthan Royals,Mumbai Indians,Mumbai Indians,
501,2014,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,4,AR Patel,HDPK Dharmasena,PG Pathak,Delhi Daredevils,Kings XI Punjab,,Kings XI Punjab
502,2014,Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,Sunrisers Hyderabad,0,7,DA Warner,AK Chaudhary,NJ Llong,Royal Challengers Bangalore,,,Sunrisers Hyderabad
503,2014,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,RV Uthappa,RM Deshpande,C Shamshuddin,Chennai Super Kings,Kolkata Knight Riders,,Kolkata Knight Riders
504,2014,Chandigarh,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,7,LMP Simmons,HDPK Dharmasena,VA Kulkarni,Kings XI Punjab,Mumbai Indians,,Mumbai Indians
505,2014,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,30,0,RV Uthappa,AK Chaudhary,CK Nandan,Royal Challengers Bangalore,,Kolkata Knight Riders,
506,2014,Ranchi,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,6,DA Warner,BNJ Oxenford,C Shamshuddin,Chennai Super Kings,Sunrisers Hyderabad,,Sunrisers Hyderabad
507,2014,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,15,0,MEK Hussey,S Ravi,RJ Tucker,Delhi Daredevils,,Mumbai Indians,
508,2014,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,16,0,SE Marsh,HDPK Dharmasena,PG Pathak,Rajasthan Royals,,Kings XI Punjab,
509,2014,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,MS Dhoni,AK Chaudhary,NJ Llong,Royal Challengers Bangalore,Chennai Super Kings,,Chennai Super Kings
510,2014,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,YK Pathan,RM Deshpande,BNJ Oxenford,Sunrisers Hyderabad,Kolkata Knight Riders,,Kolkata Knight Riders
511,2014,Chandigarh,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,M Vohra,HDPK Dharmasena,VA Kulkarni,Delhi Daredevils,Kings XI Punjab,,Kings XI Punjab
512,2014,Mumbai,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,CJ Anderson,K Srinath,RJ Tucker,Rajasthan Royals,Mumbai Indians,,Mumbai Indians
513,2014,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,28,0,UT Yadav,NJ Llong,S Ravi,Kings XI Punjab,,Kolkata Knight Riders,
514,2014,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,7,SK Raina,VA Kulkarni,BNJ Oxenford,Mumbai Indians,Chennai Super Kings,,Chennai Super Kings
515,2014,Mumbai,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab,24,0,V Sehwag,HDPK Dharmasena,RJ Tucker,Chennai Super Kings,,Kings XI Punjab,
516,2014,Bangalore,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,3,MK Pandey,HDPK Dharmasena,BNJ Oxenford,Kings XI Punjab,Kolkata Knight Riders,,Kolkata Knight Riders
517,2015,Kolkata,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,M Morkel,S Ravi,C Shamshuddin,Mumbai Indians,Kolkata Knight Riders,,Kolkata Knight Riders
518,2015,Chennai,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,1,0,A Nehra,RK Illingworth,VA Kulkarni,Delhi Daredevils,,Chennai Super Kings,
519,2015,Pune,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,26,0,JP Faulkner,SD Fry,CB Gaffaney,Kings XI Punjab,,Rajasthan Royals,
520,2015,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,Chennai Super Kings,45,0,BB McCullum,RK Illingworth,VA Kulkarni,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,
521,2015,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,3,CH Gayle,S Ravi,C Shamshuddin,Kolkata Knight Riders,Royal Challengers Bangalore,,Royal Challengers Bangalore
522,2015,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,DJ Hooda,SD Fry,CB Gaffaney,Delhi Daredevils,Rajasthan Royals,,Rajasthan Royals
523,2015,Mumbai,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,18,0,GJ Bailey,AK Chaudhary,K Srinivasan,Mumbai Indians,,Kings XI Punjab,
524,2015,Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,DA Warner,RM Deshpande,RK Illingworth,Royal Challengers Bangalore,Sunrisers Hyderabad,,Sunrisers Hyderabad
525,2015,Ahmedabad,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,0,7,SPD Smith,AK Chaudhary,SD Fry,Mumbai Indians,,,Rajasthan Royals
526,2015,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,AD Russell,AK Chaudhary,M Erasmus,Chennai Super Kings,Kolkata Knight Riders,,Kolkata Knight Riders
527,2015,Pune,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,Delhi Daredevils,0,5,MA Agarwal,CB Gaffaney,K Srinath,Kings XI Punjab,,,Delhi Daredevils
528,2015,Visakhapatnam,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,AM Rahane,PG Pathak,S Ravi,Sunrisers Hyderabad,Rajasthan Royals,,Rajasthan Royals
529,2015,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings,0,6,A Nehra,AK Chaudhary,M Erasmus,Mumbai Indians,,,Chennai Super Kings
530,2015,Visakhapatnam,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Delhi Daredevils,4,0,JP Duminy,PG Pathak,S Ravi,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,
531,2015,Pune,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,AD Russell,SD Fry,CK Nandan,Kings XI Punjab,Kolkata Knight Riders,,Kolkata Knight Riders
532,2015,Ahmedabad,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals,0,8,AM Rahane,AK Chaudhary,M Erasmus,Chennai Super Kings,,,Rajasthan Royals
533,2015,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,18,0,Harbhajan Singh,RK Illingworth,VA Kulkarni,Royal Challengers Bangalore,,Mumbai Indians,
534,2015,Delhi,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,UT Yadav,SD Fry,CB Gaffaney,Delhi Daredevils,Kolkata Knight Riders,,Kolkata Knight Riders
535,2015,Ahmedabad,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,Kings XI Punjab,0,0,SE Marsh,M Erasmus,S Ravi,Rajasthan Royals,Kings XI Punjab,,Kings XI Punjab
536,2015,Visakhapatnam,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad,16,0,DA Warner,RK Illingworth,VA Kulkarni,Kolkata Knight Riders,,Sunrisers Hyderabad,
537,2015,Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Chennai Super Kings,27,0,SK Raina,JD Cloete,C Shamshuddin,Royal Challengers Bangalore,,Chennai Super Kings,
538,2015,Delhi,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils,37,0,SS Iyer,SD Fry,CK Nandan,Mumbai Indians,,Delhi Daredevils,
539,2015,Ahmedabad,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,MA Starc,M Erasmus,S Ravi,Rajasthan Royals,Royal Challengers Bangalore,,Royal Challengers Bangalore
540,2015,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Mumbai Indians,20,0,SL Malinga,HDPK Dharmasena,CB Gaffaney,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,
541,2015,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings,97,0,BB McCullum,JD Cloete,C Shamshuddin,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,
542,2015,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,10,VR Aaron,M Erasmus,S Ravi,Delhi Daredevils,Royal Challengers Bangalore,,Royal Challengers Bangalore
543,2015,Chandigarh,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad,20,0,TA Boult,HDPK Dharmasena,CB Gaffaney,Kings XI Punjab,,Sunrisers Hyderabad,
544,2015,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,13,0,PP Chawla,AK Chaudhary,M Erasmus,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,
545,2015,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,Over,0,0,Over,JD Cloete,PG Pathak,Royal Challengers Bangalore,,Over,
546,2015,Chennai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Chennai Super Kings,2,0,DJ Bravo,RM Deshpande,VA Kulkarni,Kolkata Knight Riders,,Chennai Super Kings,
547,2015,Delhi,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,9,NM Coulter-Nile,RK Illingworth,S Ravi,Kings XI Punjab,Delhi Daredevils,,Delhi Daredevils
548,2015,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,8,0,AT Rayudu,HDPK Dharmasena,CK Nandan,Rajasthan Royals,,Mumbai Indians,
549,2015,Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,Mandeep Singh,JD Cloete,PG Pathak,Kolkata Knight Riders,Royal Challengers Bangalore,,Royal Challengers Bangalore
550,2015,Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Sunrisers Hyderabad,22,0,DA Warner,AK Chaudhary,K Srinivasan,Chennai Super Kings,,Sunrisers Hyderabad,
551,2015,Chandigarh,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Mumbai Indians,23,0,LMP Simmons,RK Illingworth,VA Kulkarni,Kings XI Punjab,Mumbai Indians,Mumbai Indians,
552,2015,Mumbai,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals,14,0,AM Rahane,HDPK Dharmasena,CB Gaffaney,Delhi Daredevils,,Rajasthan Royals,
553,2015,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,24,0,SK Raina,C Shamshuddin,K Srinath,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,
554,2015,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders,35,0,UT Yadav,AK Chaudhary,M Erasmus,Sunrisers Hyderabad,,Kolkata Knight Riders,
555,2015,Mumbai,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Mumbai Indians,0,5,Harbhajan Singh,HDPK Dharmasena,CB Gaffaney,Delhi Daredevils,,,Mumbai Indians
556,2015,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore,138,0,CH Gayle,RK Illingworth,VA Kulkarni,Kings XI Punjab,,Royal Challengers Bangalore,
557,2015,Mumbai,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad,7,0,EJG Morgan,JD Cloete,C Shamshuddin,Rajasthan Royals,,Sunrisers Hyderabad,
558,2015,Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Mumbai Indians,0,6,HH Pandya,CB Gaffaney,CK Nandan,Chennai Super Kings,,,Mumbai Indians
559,2015,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,0,1,AD Russell,AK Chaudhary,HDPK Dharmasena,Kings XI Punjab,,,Kolkata Knight Riders
560,2015,Raipur,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,6,0,MC Henriques,VA Kulkarni,S Ravi,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,
561,2015,Mumbai,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,39,0,AB de Villiers,JD Cloete,C Shamshuddin,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,
562,2015,Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Chennai Super Kings,12,0,RA Jadeja,M Erasmus,CK Nandan,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,
563,2015,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,5,0,DA Warner,AK Chaudhary,HDPK Dharmasena,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,
564,2015,Raipur,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils,0,6,Z Khan,RK Illingworth,VA Kulkarni,Chennai Super Kings,,,Delhi Daredevils
565,2015,Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab,22,0,AR Patel,JD Cloete,C Shamshuddin,Royal Challengers Bangalore,,Kings XI Punjab,
566,2015,Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians,5,0,HH Pandya,RK Illingworth,VA Kulkarni,Kolkata Knight Riders,,Mumbai Indians,
567,2015,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Royal Challengers Bangalore,0,6,V Kohli,AK Chaudhary,HDPK Dharmasena,Sunrisers Hyderabad,,,Royal Challengers Bangalore
568,2015,Chandigarh,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Chennai Super Kings,0,7,P Negi,CK Nandan,C Shamshuddin,Kings XI Punjab,,,Chennai Super Kings
569,2015,Mumbai,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals,9,0,SR Watson,RM Deshpande,RK Illingworth,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,
570,2015,Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,Over,0,0,Over,HDPK Dharmasena,K Srinivasan,Delhi Daredevils,,Over,
571,2015,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians,0,9,MJ McClenaghan,CB Gaffaney,K Srinath,Sunrisers Hyderabad,,,Mumbai Indians
572,2015,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians,25,0,KA Pollard,HDPK Dharmasena,RK Illingworth,Chennai Super Kings,Mumbai Indians,Mumbai Indians,
573,2015,Pune,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,71,0,AB de Villiers,AK Chaudhary,C Shamshuddin,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,
574,2015,Ranchi,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,3,A Nehra,AK Chaudhary,CB Gaffaney,Royal Challengers Bangalore,Chennai Super Kings,,Chennai Super Kings
575,2015,Kolkata,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,41,0,RG Sharma,HDPK Dharmasena,RK Illingworth,Chennai Super Kings,,Mumbai Indians,
576,2016,Mumbai,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,normal,Rising Pune Supergiants,0,9,AM Rahane,HDPK Dharmasena,CK Nandan,Mumbai Indians,,,Rising Pune Supergiants
577,2016,Kolkata,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,9,AD Russell,S Ravi,C Shamshuddin,Delhi Daredevils,Kolkata Knight Riders,,Kolkata Knight Riders
578,2016,Chandigarh,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,5,AJ Finch,AK Chaudhary,VA Kulkarni,Kings XI Punjab,Gujarat Lions,,Gujarat Lions
579,2016,Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore,45,0,AB de Villiers,HDPK Dharmasena,VK Sharma,Sunrisers Hyderabad,,Royal Challengers Bangalore,
580,2016,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,RG Sharma,Nitin Menon,S Ravi,Kolkata Knight Riders,Mumbai Indians,,Mumbai Indians
581,2016,Rajkot,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,bat,normal,Gujarat Lions,0,7,AJ Finch,VA Kulkarni,CK Nandan,Rising Pune Supergiants,,,Gujarat Lions
582,2016,Delhi,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,A Mishra,S Ravi,C Shamshuddin,Kings XI Punjab,Delhi Daredevils,,Delhi Daredevils
583,2016,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders,0,8,G Gambhir,AK Chaudhary,CK Nandan,Sunrisers Hyderabad,,,Kolkata Knight Riders
584,2016,Mumbai,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,3,AJ Finch,HDPK Dharmasena,VK Sharma,Mumbai Indians,Gujarat Lions,,Gujarat Lions
585,2016,Chandigarh,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,bat,normal,Kings XI Punjab,0,6,M Vohra,S Ravi,C Shamshuddin,Rising Pune Supergiants,,,Kings XI Punjab
586,2016,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,Q de Kock,VA Kulkarni,A Nand Kishore,Royal Challengers Bangalore,Delhi Daredevils,,Delhi Daredevils
587,2016,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,7,DA Warner,HDPK Dharmasena,VK Sharma,Mumbai Indians,Sunrisers Hyderabad,,Sunrisers Hyderabad
588,2016,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,RV Uthappa,S Ravi,C Shamshuddin,Kings XI Punjab,Kolkata Knight Riders,,Kolkata Knight Riders
589,2016,Mumbai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,RG Sharma,AK Chaudhary,CK Nandan,Royal Challengers Bangalore,Mumbai Indians,,Mumbai Indians
590,2016,Rajkot,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,10,B Kumar,K Bharatan,HDPK Dharmasena,Gujarat Lions,Sunrisers Hyderabad,,Sunrisers Hyderabad
591,2016,Pune,Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Royal Challengers Bangalore,13,0,AB de Villiers,CB Gaffaney,VK Sharma,Rising Pune Supergiants,,Royal Challengers Bangalore,
592,2016,Delhi,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils,10,0,SV Samson,S Ravi,C Shamshuddin,Mumbai Indians,,Delhi Daredevils,
593,2016,Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,Mustafizur Rahman,AK Chaudhary,CK Nandan,Kings XI Punjab,Sunrisers Hyderabad,,Sunrisers Hyderabad
594,2016,Rajkot,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,Gujarat Lions,0,6,V Kohli,K Bharatan,BNJ Oxenford,Royal Challengers Bangalore,,,Gujarat Lions
595,2016,Pune,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,2,SA Yadav,CB Gaffaney,A Nand Kishore,Rising Pune Supergiants,Kolkata Knight Riders,,Kolkata Knight Riders
596,2016,Chandigarh,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Mumbai Indians,25,0,PA Patel,Nitin Menon,RJ Tucker,Kings XI Punjab,,Mumbai Indians,
597,2016,Hyderabad,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants,34,0,AB Dinda,AY Dandekar,CK Nandan,Sunrisers Hyderabad,Rising Pune Supergiants,,Rising Pune Supergiants
598,2016,Delhi,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Gujarat Lions,1,0,CH Morris,M Erasmus,S Ravi,Delhi Daredevils,,Gujarat Lions,
599,2016,Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,RG Sharma,Nitin Menon,RJ Tucker,Kolkata Knight Riders,Mumbai Indians,,Mumbai Indians
600,2016,Pune,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,3,DR Smith,CB Gaffaney,BNJ Oxenford,Rising Pune Supergiants,Gujarat Lions,,Gujarat Lions
601,2016,Delhi,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Delhi Daredevils,27,0,CR Brathwaite,KN Ananthapadmanabhan,M Erasmus,Kolkata Knight Riders,,Delhi Daredevils,
602,2016,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad,15,0,DA Warner,AK Chaudhary,HDPK Dharmasena,Royal Challengers Bangalore,,Sunrisers Hyderabad,
603,2016,Rajkot,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Kings XI Punjab,23,0,AR Patel,BNJ Oxenford,VK Sharma,Gujarat Lions,,Kings XI Punjab,
